ConditionID,"(NH4)2SO4
(mM)","Alanine
(mM)","AminobenzoicAcid
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","CuSO4/5H2O
(mM)","Cystine/HCl/H2O
(mM)","FeSO4/7H2O
(mM)","FolicAcid
(mM)","Glucose
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","H3BO3
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","K2HPO4
(mM)","KCl
(mM)","KH2PO4
(mM)",K_ref,"Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","MgCl2/6H2O
(mM)","MgSO4/7H2O
(mM)","NH4Cl
(mM)",N_max,"Na2HPO4
(mM)","Na2MoO4/2H2O
(mM)","Na2S2O3/5H2O
(mM)","Na3C6H5O7/2H2O
(mM)","NaCl
(mM)","Phenylalanine
(mM)","Proline
(mM)","Pyridoxine
(mM)","Riboflavin
(mM)","Serine
(mM)","Thiamine/HCl
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","ZuSO4/7H2O
(mM)",exit_lag_rate,gr,r_ref,shape
Cond00050,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.0,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25935,0.02,0.02,0.02,0.1,0.1,1.0,0.3341078603366118,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.29906452313877185,0.24769096635280277,1.2179208000337247,3.2399969932978268
Cond00051,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.002,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2808777777777777,0.02,0.02,0.02,0.1,0.1,1.0,0.35090174673279323,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.34552595959681154,0.2637908174489435,1.254514068039989,2.9902684363402257
Cond00052,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.2,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26937777777777794,0.02,0.02,0.02,0.1,0.1,1.0,0.3427861047870664,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1849046045242512,0.2978534543761288,1.1605098880983593,2.6666392871854665
Cond00053,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,2.0,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.35637777777777796,0.02,0.02,0.02,0.1,0.1,1.0,0.4259787721184927,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.14339027752156644,0.336412724363178,1.231732415662202,1.8442056601514072
Cond00054,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.0,0.008,0.02,0.02,61.5,0.2,22.0,0.25576666666666664,0.02,0.02,0.02,0.1,0.1,1.0,0.3266713785263203,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.20808236279545939,0.2607975900662652,1.1680990018987354,3.1766569946306427
Cond00055,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.002,0.008,0.02,0.02,61.5,0.2,22.0,0.264488888888889,0.02,0.02,0.02,0.1,0.1,1.0,0.3389803612212177,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.3153324317583434,0.2554039290361284,1.2584990293594975,3.2448676536078334
Cond00056,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.2,0.008,0.02,0.02,61.5,0.2,22.0,0.2628222222222223,0.02,0.02,0.02,0.1,0.1,1.0,0.34246868859358126,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.353465859142951,0.2136454846796368,1.3136624604302574,2.817514380112266
Cond00057,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,2.0,0.008,0.02,0.02,61.5,0.2,22.0,0.2864333333333335,0.02,0.02,0.02,0.1,0.1,1.0,0.3667665277026675,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.26205687977087266,0.23087746863742012,1.2431527461291294,3.149125714754109
Cond00058,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.0,0.02,61.5,0.2,22.0,0.25429444444444455,0.02,0.02,0.02,0.1,0.1,1.0,0.33435785443149413,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2636608420433653,0.2519893802731593,1.2357286517647632,2.8718682323928792
Cond00059,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.002,0.02,61.5,0.2,22.0,0.25890555555555517,0.02,0.02,0.02,0.1,0.1,1.0,0.33604154792984464,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23829090879733694,0.26660817120043523,1.306963643245134,2.7966649181953906
Cond00060,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.2,0.02,61.5,0.2,22.0,0.26587777777777766,0.02,0.02,0.02,0.1,0.1,1.0,0.3411782957551541,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.20274117667761912,0.28324115414845696,1.1978012910109201,2.6555284558890038
Cond00061,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,2.0,0.02,61.5,0.2,22.0,0.26407222222222226,0.02,0.02,0.02,0.1,0.1,1.0,0.33704327842015713,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.18646439741952117,0.2871318852832089,1.1744997864565656,2.6168411600747223
Cond00062,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.0,61.5,0.2,22.0,0.0,0.02,0.02,0.02,0.1,0.1,1.0,4.085648305978516,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,6.223970525727518,2.5625083802349895,0.0,7.309032867850585
Cond00063,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.002,61.5,0.2,22.0,0.004408333333333329,0.02,0.02,0.02,0.1,0.1,1.0,0.09124410700498825,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,9.049708250961977,0.5875879554830736,0.32977385133845477,28.27125454145693
Cond00064,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.2,61.5,0.2,22.0,0.27064722222222226,0.02,0.02,0.02,0.1,0.1,1.0,0.35066144137453653,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1803435455932776,0.3088531336667519,1.2180844659648584,2.3457264370315443
Cond00065,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,2.0,61.5,0.2,22.0,0.2600999999999998,0.02,0.02,0.02,0.1,0.1,1.0,0.3392632568606687,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.07358187096180673,0.3453291139406809,1.0770844822695462,2.480382287961444
Cond00066,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25704444444444446,0.0,0.02,0.02,0.1,0.1,1.0,0.33234406523380083,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2622363504919738,0.21798326301727633,1.2303497739623126,3.4480865421345546
Cond00067,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.23235000000000014,0.002,0.02,0.02,0.1,0.1,1.0,0.31426479226047754,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.40369556779420024,0.16449296365937005,1.123206416895995,4.348965647267157
Cond00068,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2267944444444445,0.2,0.02,0.02,0.1,0.1,1.0,0.3037969587868556,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.7359291196167982,0.1842758224539046,1.3739945462185157,3.046506296277455
Cond00069,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25804444444444424,2.0,0.02,0.02,0.1,0.1,1.0,0.3294957543876713,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.05437634524829998,0.39497393814597753,0.9600353507408408,2.2022114275078
Cond00070,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2672944444444445,0.02,0.0,0.02,0.1,0.1,1.0,0.32741861455485344,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.03852307309567321,0.375643837261187,1.0140167908874913,2.7575850880239328
Cond00071,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2608222222222221,0.02,0.002,0.02,0.1,0.1,1.0,0.33857214776563155,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.3587708934704187,0.2176721953380104,1.1493160603858819,3.4538029085188957
Cond00072,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.27587777777777794,0.02,0.2,0.02,0.1,0.1,1.0,0.35657899355746137,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.28857581852748215,0.2612086372535346,1.1557406663865908,2.6428984418904227
Cond00073,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2757111111111112,0.02,2.0,0.02,0.1,0.1,1.0,0.35752713799853575,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2930009923461231,0.26345735720331936,1.2627642511251995,2.5628339613464655
Cond00074,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.3070722222222221,0.02,0.02,0.0,0.1,0.1,1.0,0.34662094996319087,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.03328322077117157,0.3647659719264,0.905795443516423,5.729014344129299
Cond00075,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2601833333333332,0.02,0.02,0.002,0.1,0.1,1.0,0.3371262707266823,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23042956707924306,0.2715945529707211,0.932356209577519,2.698566490692571
Cond00076,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2795444444444448,0.02,0.02,0.2,0.1,0.1,1.0,0.3529186666178585,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.41594371159068766,0.26354264952878803,1.14198082028469,2.9553764811019425
Cond00077,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.27765555555555566,0.02,0.02,2.0,0.1,0.1,1.0,0.34449811671176556,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.5895730455672612,0.24212631723217296,1.1079199871561016,3.5623467984984316
Cond00078,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26921111111111123,0.02,0.02,0.02,0.1,0.1,1.0,0.3451195756004642,42.3,0.001,0.5,0.02,0.1,0.0,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2559373570776624,0.2798622779128352,1.1337228333404206,2.641344476408216
Cond00079,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26159999999999994,0.02,0.02,0.02,0.1,0.1,1.0,0.33894397027095113,42.3,0.001,0.5,0.02,0.1,0.002,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.29973428316647677,0.24949372632370004,1.1393612215617894,2.9294659727000996
Cond00080,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26268333333333344,0.02,0.02,0.02,0.1,0.1,1.0,0.3406722424492036,42.3,0.001,0.5,0.02,0.1,0.2,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.3622833759789034,0.24048763075862645,1.2612131402814362,3.0320352813297227
Cond00081,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2741277777777778,0.02,0.02,0.02,0.1,0.1,1.0,0.3483587003537198,42.3,0.001,0.5,0.02,0.1,2.0,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.42093965652706583,0.2386607910335758,1.2067433105006489,3.190055245101601
Cond00082,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2478222222222221,0.02,0.02,0.02,0.1,0.1,1.0,0.32824837976436344,42.3,0.001,0.5,0.02,0.1,0.02,0.0,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.3744767908722913,0.22223390436304916,1.1823400887611297,3.2467009840811123
Cond00083,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25168333333333337,0.02,0.02,0.02,0.1,0.1,1.0,0.3308033158676178,42.3,0.001,0.5,0.02,0.1,0.02,0.002,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.30915119183277545,0.23780715658492133,1.1743242077261802,3.050265271322042
Cond00084,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2729888888888892,0.02,0.02,0.02,0.1,0.1,1.0,0.34689259644743226,42.3,0.001,0.5,0.02,0.1,0.02,0.2,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.3040429453456529,0.25787742978628336,1.1465748540555345,2.9937888389572755
Cond00085,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.38732222222222196,0.02,0.02,0.02,0.1,0.1,1.0,0.4530641468692697,42.3,0.001,0.5,0.02,0.1,0.02,2.0,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2517572291853363,0.3003293020117179,1.1686232891326815,2.467624169510223
Cond00086,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2703499999999998,0.02,0.02,0.02,0.1,0.1,1.0,0.3466298671380838,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.0,0.001,0.02,0.02,0.01,0.02,0.0001,0.22359558042448235,0.29259422014464403,1.1632346551011492,2.5323679360968168
Cond00087,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.28437777777777784,0.02,0.02,0.02,0.1,0.1,1.0,0.3478852867548311,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.002,0.001,0.02,0.02,0.01,0.02,0.0001,0.3689997042733426,0.2588535645247821,1.2135340263921692,3.2524541415093866
Cond00088,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.27471111111111113,0.02,0.02,0.02,0.1,0.1,1.0,0.353741906306356,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.2,0.001,0.02,0.02,0.01,0.02,0.0001,0.451422457390277,0.22494478750230845,1.308527644968418,3.0961523964033724
Cond00089,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.30796111111111113,0.02,0.02,0.02,0.1,0.1,1.0,0.38577945812087844,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,2.0,0.001,0.02,0.02,0.01,0.02,0.0001,0.34911746944136185,0.1835078418346044,1.152559128338747,3.8100445499637963
Cond00090,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.28862777777777776,0.02,0.02,0.02,0.1,0.1,1.0,0.3538234196172159,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.0,0.02,0.01,0.02,0.0001,0.19419928217517438,0.3160812940583053,1.156081353904608,2.607575333750694
Cond00091,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26262777777777796,0.02,0.02,0.02,0.1,0.1,1.0,0.3409944856515771,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.002,0.02,0.01,0.02,0.0001,0.22743141795353805,0.3229367625704487,1.2369138626144969,2.696950179110248
Cond00092,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.3041000000000001,0.02,0.02,0.02,0.1,0.1,1.0,0.374000716354421,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.2,0.02,0.01,0.02,0.0001,0.28327065250273936,0.3350766741326802,1.2521118955416106,2.2715868675861883
Cond00093,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2928777777777778,0.02,0.02,0.02,0.1,0.1,1.0,0.3713391964411361,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,2.0,0.02,0.01,0.02,0.0001,0.18066143658993905,0.33247672991047933,1.1306456505600428,2.269954192588613
Cond00094,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2699611111111112,0.02,0.02,0.02,0.1,0.1,1.0,0.34156152578004373,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.0,0.01,0.02,0.0001,0.24644011782297318,0.27882664179327316,1.124971662962523,2.7930779839494884
Cond00095,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2381833333333332,0.02,0.02,0.02,0.1,0.1,1.0,0.32006015925879394,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.002,0.01,0.02,0.0001,0.3245993332395121,0.23983630370810996,1.260602351878104,2.982781374389062
Cond00096,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2661833333333334,0.02,0.02,0.02,0.1,0.1,1.0,0.3376923896062831,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.2,0.01,0.02,0.0001,0.30005021174136043,0.24516382473557552,1.3035700945066868,3.4361357420353444
Cond00097,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.30965555555555535,0.02,0.02,0.02,0.1,0.1,1.0,0.3834841928768291,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,2.0,0.01,0.02,0.0001,0.2725080112707798,0.2667028654289098,1.2944732029415864,2.982873116845696
Cond00098,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2914611111111109,0.02,0.02,0.02,0.1,0.1,1.0,0.35572913350068897,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.0,0.02,0.0001,0.19372030234612614,0.33643144188175345,1.1694341229942626,2.511753908242771
Cond00099,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2554888888888891,0.02,0.02,0.02,0.1,0.1,1.0,0.331646570672045,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.001,0.02,0.0001,0.20156518514833846,0.268811061168192,1.1921179569010674,2.8895983795448212
Cond00100,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26565555555555526,0.02,0.02,0.02,0.1,0.1,1.0,0.3399373663194741,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.1,0.02,0.0001,0.18965211818628408,0.28142816547954497,1.152496363735479,2.810167018794909
Cond00101,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2704055555555557,0.02,0.02,0.02,0.1,0.1,1.0,0.3463414323209445,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,1.0,0.02,0.0001,0.2136061647901652,0.2717622352607004,1.2017350893869363,2.8623832943728487
Cond00102,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2484888888888889,0.02,0.02,0.02,0.1,0.1,1.0,0.328061816833604,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.0,0.0001,0.1710732637025185,0.24507320237574406,1.229518997645824,2.9080051533174105
Cond00103,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2494888888888889,0.02,0.02,0.02,0.1,0.1,1.0,0.3284337839675636,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.002,0.0001,0.20547969023420823,0.23442567439369277,1.1927719062336317,3.1477429258366594
