label,gr,lag_loglin,N_max_emp
Cond00034,0.19908480983290658,6.193685239931015,0.3244761904761905
Cond00035,0.20018089230172675,6.176079531783323,0.32395238095238094
Cond00036,0.2189055532345873,6.236689667546787,0.3442023809523809
Cond00037,0.2181170908773935,6.228432020912858,0.3465833333333333
Cond00038,0.2009850038355044,8.303741100866484,0.3292023809523809
Cond00039,0.20076497629656617,7.788232352339558,0.33409523809523806
Cond00040,0.2115814283250916,5.460374903945639,0.34098809523809526
Cond00041,0.22729991279032602,5.435285526554562,0.4155357142857143
Cond00042,0.19131049427795555,6.008797056810436,0.3228333333333333
Cond00043,0.1991845805212197,6.118208521994576,0.3260238095238095
Cond00044,0.13740535862538875,6.187639016508384,0.3179166666666667
Cond00045,0.1408780125072219,8.32576726819329,0.3324404761904762
Cond00046,0.20003336461738908,5.731453917990101,0.3335238095238095
Cond00047,0.19951776230492715,5.55060267592291,0.34505952380952376
Cond00048,0.1616126610862332,6.735071059020496,0.34795238095238096
Cond00049,0.15636841477112445,7.632758261040426,0.37548809523809523
Cond00050,0.2017528969124086,6.0213209689916285,0.3368333333333333
Cond00051,0.20153618268805487,5.81889447486018,0.3578095238095238
Cond00052,0.21040916566475654,6.308308377176529,0.34819047619047616
Cond00053,0.21740144100768186,6.570534351970454,0.4326904761904762
Cond00054,0.2017967498549095,6.305250964681588,0.333452380952381
Cond00055,0.20575624451061472,5.970329781228101,0.3431785714285714
Cond00056,0.15963390790679946,5.721937303725693,0.3397619047619047
Cond00057,0.15791480900843918,5.333012319031934,0.3663214285714285
Cond00058,0.20170333138455687,6.076531995735451,0.33449999999999996
Cond00059,0.2058691252219852,6.150959972648359,0.3376666666666667
Cond00060,0.20304861178155528,6.257605761358814,0.3437261904761905
Cond00061,0.20065493657250352,6.33261703442079,0.3400714285714286
Cond00062,0.0004656982356028891,16.676450344866264,0.08107142857142856
Cond00063,0.01554460759953132,4.1818780989353375,0.0913154761904761
Cond00064,0.2050532292841796,6.331228214538882,0.35084523809523804
Cond00065,0.20415119798389184,7.356167980228515,0.3351309523809524
Cond00066,0.1540503235769968,5.562081800559437,0.3348928571428571
Cond00067,0.12876392491449293,5.486255358751348,0.3126071428571428
Cond00068,0.1583986759560595,5.2183697784705,0.30657142857142855
Cond00069,0.19370056307624547,7.358294786066033,0.33535714285714285
Cond00070,0.19486135204439403,8.092133265291634,0.3410357142857143
Cond00071,0.19340893286059754,5.843741113010114,0.3389285714285714
Cond00072,0.21206238093835092,5.986777712539932,0.35347619047619044
Cond00073,0.20778482540994625,5.919266794420044,0.35320238095238093
Cond00074,0.20613325646156552,8.746019959792932,0.3426190476190476
Cond00075,0.19507110470993552,6.060793903333134,0.336702380952381
Cond00076,0.23384898821135924,5.768610091817044,0.35740476190476184
Cond00077,0.22007350557718822,5.3968282606446225,0.35321428571428565
Cond00078,0.20821940895023439,6.06603356377418,0.34744047619047613
Cond00079,0.2079636372020006,5.9687914681738325,0.33967857142857144
Cond00080,0.2017469687826435,5.748043307941503,0.3403095238095238
Cond00081,0.21092190121541488,5.69603499266115,0.3506547619047618
Cond00082,0.19503086806626943,5.819351911932181,0.3277142857142857
Cond00083,0.19761721629027043,5.938898665011714,0.33104761904761904
Cond00084,0.21087763714019467,5.96372213496237,0.35084523809523804
Cond00085,0.242883295751556,6.221004439699772,0.46048809523809525
Cond00086,0.2126798754909929,6.162982485166268,0.3486428571428571
Cond00087,0.20269226065371573,5.619542452857535,0.3595595238095238
Cond00088,0.1742772833645337,5.178488783550532,0.3540833333333333
Cond00089,0.1134940723922961,4.744340280999148,0.37544047619047616
Cond00090,0.21750749540322747,6.270796278118222,0.36395238095238097
Cond00091,0.21441289322836032,6.184604619820342,0.3425595238095238
Cond00092,0.22709627042868927,5.938934700078651,0.3781547619047619
Cond00093,0.23072832864793866,6.352558863832281,0.3724642857142857
Cond00094,0.2138829436199541,6.144465926553668,0.34586904761904763
Cond00095,0.19931992180203215,5.952373431634698,0.3179047619047619
Cond00096,0.2133631997489739,6.092702586151865,0.3446071428571429
Cond00097,0.2127385019223317,6.0912584357865285,0.3895714285714285
Cond00098,0.21946126195576085,6.284213565516759,0.3654880952380952
Cond00099,0.1987039368267046,6.270527259573671,0.3348690476190476
Cond00100,0.2032903046974268,6.320301299681534,0.34415476190476185
Cond00101,0.2031206558768975,6.245208595523789,0.3500595238095238
Cond00102,0.17528399725616728,6.352074098839512,0.3265952380952381
Cond00103,0.17738926027563992,6.3181088027732235,0.32848809523809525
Cond00104,0.12261842164044201,5.478452541946827,0.21165476190476187
Cond00105,0.08903847844580182,9.221677744613098,0.17597619047619042
Cond00106,0.20210736969455279,6.195308339689937,0.3325833333333333
Cond00107,0.19598211974259763,6.217124292851154,0.3272142857142857
Cond00108,0.1915650238523617,6.105684999691351,0.3290595238095238
Cond00109,0.1974395136257244,6.520818754216904,0.3412619047619047
Cond00110,0.20309071959408886,6.238211088133581,0.32941666666666664
Cond00111,0.19490101867821027,6.096516354084003,0.3283214285714286
Cond00112,0.21371762074515913,6.22365382919293,0.3405595238095238
Cond00113,0.20329324835911985,6.353544132314162,0.33527380952380953
Cond00114,0.20040978703648324,6.344390254987093,0.335702380952381
Cond00115,0.19965040769382011,6.28376503447723,0.33594047619047623
Cond00116,0.20335471658141593,6.2810298631090475,0.3351309523809524
Cond00117,0.18976365953236848,6.356804893113677,0.3233690476190476
Cond00118,0.20426003411839178,6.264069213570324,0.3363809523809524
Cond00119,0.2024032539945857,6.069813363465741,0.3421666666666667
Cond00120,0.20694945712208143,6.2485983268075245,0.3368809523809524
Cond00121,0.20256102899041137,6.23955798058325,0.331
Cond00122,0.23138048775592626,6.411038797588428,0.3381071428571429
Cond00123,0.2355451074360895,6.441891534878372,0.341452380952381
Cond00124,0.23055704232328159,6.456877017204255,0.3382857142857143
Cond00125,0.22830139233894697,6.58327475893921,0.32985714285714285
Cond00126,0.23447661496168956,6.448824585250253,0.34023809523809523
Cond00127,0.23910376431531807,6.457216496171416,0.3428928571428571
